template,pair_id,Seed,I_start,I_goal,tau0,success,reason,Policy,mode,tau_used,tau_gap,tau_star,tau_request,PolicyTemplate
bottleneck,18,4,0.0,0.95,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,19,4,0.90859375,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,20,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,21,4,0.0,0.0,0.8,1,ok,fixed,,,,,,fixed__bottleneck
bottleneck,22,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,23,4,0.0,0.8723214285714286,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,24,4,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,25,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,26,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,27,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,28,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,29,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,30,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,31,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,32,4,0.90859375,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,33,4,0.90859375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,34,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,35,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,36,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,37,4,0.8723214285714286,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,38,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,39,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,40,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,41,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,42,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,43,4,0.95,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,44,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,45,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,46,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,47,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,48,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,49,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,50,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,51,4,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,52,4,0.95,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,53,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,54,4,0.95,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,55,4,0.0,0.0,0.8,1,ok,fixed,,,,,,fixed__bottleneck
bottleneck,56,4,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,57,4,0.95,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,58,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,59,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
culdesac,0,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,1,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,2,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,3,4,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,4,4,0.90859375,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,5,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,6,4,0.85,0.9,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,7,4,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,8,4,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,9,4,0.94375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,10,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,11,4,0.90859375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,12,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,13,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,14,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,15,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,16,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,17,4,0.8723214285714286,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,18,4,0.85,0.9,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,19,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,20,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,21,4,0.8723214285714286,0.0223214285714285,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,22,4,0.0,0.90859375,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,23,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,24,4,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,25,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,26,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,27,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,28,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,29,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,30,4,0.8723214285714286,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,31,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,32,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,33,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,34,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,35,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,36,4,0.8996323529411765,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,37,4,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,38,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,39,4,0.8723214285714286,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,40,4,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,41,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,42,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,43,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,44,4,0.0,0.90859375,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,45,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,46,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,47,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,48,4,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,49,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,50,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,51,4,0.85,0.94375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,52,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,53,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,54,4,0.90859375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,55,4,0.85,0.9,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,56,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,57,4,0.0,0.0,0.8,1,ok,fixed,,,,,,fixed__culdesac
culdesac,58,4,0.0,0.0,0.8,1,ok,fixed,,,,,,fixed__culdesac
culdesac,59,4,0.9,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
noisy_corridor,0,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,1,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,2,4,0.85,0.8996323529411765,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,3,4,0.8723214285714286,0.78,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,4,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,5,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,6,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,7,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,8,4,0.36,0.0,0.8,1,ok,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,9,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,10,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,11,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,12,4,0.8723214285714286,0.8400000000000001,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,13,4,0.0,0.0,0.8,0,no path under irreversibility constraint,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,14,4,0.8996323529411765,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,15,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,16,4,0.90859375,0.54,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,17,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,18,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,19,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,20,4,0.85,0.8400000000000001,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,21,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,22,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,23,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,24,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,25,4,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,26,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,27,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,28,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,29,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,30,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,31,4,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,32,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,33,4,0.85,0.66,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,34,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,35,4,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,36,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,37,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,38,4,0.0,0.0,0.8,0,no path under irreversibility constraint,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,39,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,40,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,41,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,42,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,43,4,0.78,0.8400000000000001,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,44,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,45,4,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,46,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,47,4,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,48,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,49,4,0.8723214285714286,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,50,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,51,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,52,4,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,53,4,0.66,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,54,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,55,4,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,56,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,57,4,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,58,4,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
noisy_corridor,59,4,0.8400000000000001,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__noisy_corridor
bottleneck,0,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,1,5,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,2,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,3,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,4,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,5,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,6,5,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,7,5,0.6,0.0,0.8,0,no path under irreversibility constraint,fixed,,,,,,fixed__bottleneck
bottleneck,8,5,0.0,0.0,0.8,0,no path under irreversibility constraint,fixed,,,,,,fixed__bottleneck
bottleneck,9,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,10,5,0.95,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,11,5,0.90859375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,12,5,0.95,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,13,5,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,14,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,15,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,16,5,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,17,5,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,18,5,0.0,0.95,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,19,5,0.90859375,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,20,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,21,5,0.0,0.0,0.8,1,ok,fixed,,,,,,fixed__bottleneck
bottleneck,22,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,23,5,0.0,0.8723214285714286,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,24,5,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,25,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,26,5,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,27,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,28,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,29,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,30,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,31,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,32,5,0.90859375,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,33,5,0.90859375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,34,5,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,35,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,36,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,37,5,0.8723214285714286,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,38,5,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,39,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,40,5,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,41,5,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,42,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,43,5,0.95,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,44,5,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,45,5,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,46,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,47,5,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,48,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,49,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,50,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,51,5,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,52,5,0.95,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,53,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,54,5,0.95,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,55,5,0.0,0.0,0.8,1,ok,fixed,,,,,,fixed__bottleneck
bottleneck,56,5,0.85,0.95,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,57,5,0.95,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,58,5,0.85,0.90859375,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
bottleneck,59,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__bottleneck
culdesac,0,5,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,1,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,2,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,3,5,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,4,5,0.90859375,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,5,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,6,5,0.85,0.9,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,7,5,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,8,5,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,9,5,0.94375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,10,5,0.90859375,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,11,5,0.90859375,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,12,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,13,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,14,5,0.85,0.0,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,15,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,16,5,0.85,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,17,5,0.8723214285714286,0.8723214285714286,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,18,5,0.85,0.9,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,19,5,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,20,5,0.0,0.85,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,21,5,0.8723214285714286,0.0223214285714285,0.8,0,start violates irreversibility threshold,fixed,,,,,,fixed__culdesac
culdesac,22,5,0.0,0.90859375,0.8,0,goal violates irreversibility threshold,fixed,,,,,,fixed__culdesac
