template,pair_id,Seed,I_start,I_goal,tau0,success,reason,Policy,mode,tau_used,tau_gap,tau_star,tau_request,PolicyTemplate
bottleneck,36,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,37,12,0.8723214285714286,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,38,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,39,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,40,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,41,12,0.8723214285714286,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__bottleneck
bottleneck,42,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,43,12,0.95,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,44,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,45,12,0.8723214285714286,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__bottleneck
bottleneck,46,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,47,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,48,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,49,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,50,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,51,12,0.85,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,52,12,0.95,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,53,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,54,12,0.95,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,55,12,0.0,0.0,,1,ok,safe,NORMAL,0.8,0.0,,,safe__bottleneck
bottleneck,56,12,0.85,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,57,12,0.95,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,58,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,59,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
culdesac,0,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,1,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,2,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,3,12,0.8723214285714286,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,4,12,0.90859375,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,5,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,6,12,0.85,0.9,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9000000000000001,0.1,,,safe__culdesac
culdesac,7,12,0.85,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,8,12,0.85,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,9,12,0.94375,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__culdesac
culdesac,10,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,11,12,0.90859375,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,12,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,13,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,14,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,15,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,16,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,17,12,0.8723214285714286,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,18,12,0.85,0.9,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9000000000000001,0.1,,,safe__culdesac
culdesac,19,12,0.8723214285714286,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,20,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,21,12,0.8723214285714286,0.0223214285714285,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,22,12,0.0,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,23,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,24,12,0.85,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,25,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,26,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,27,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,28,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,29,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,30,12,0.8723214285714286,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,31,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,32,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,33,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,34,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,35,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,36,12,0.8996323529411765,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9000000000000001,0.1,,,safe__culdesac
culdesac,37,12,0.85,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,38,12,0.8723214285714286,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,39,12,0.8723214285714286,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,40,12,0.8723214285714286,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,41,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,42,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,43,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,44,12,0.0,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,45,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,46,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,47,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,48,12,0.85,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__culdesac
culdesac,49,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,50,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,51,12,0.85,0.94375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__culdesac
culdesac,52,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,53,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,54,12,0.90859375,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__culdesac
culdesac,55,12,0.85,0.9,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9000000000000001,0.1,,,safe__culdesac
culdesac,56,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__culdesac
culdesac,57,12,0.0,0.0,,1,ok,safe,NORMAL,0.8,0.0,,,safe__culdesac
culdesac,58,12,0.0,0.0,,1,ok,safe,NORMAL,0.8,0.0,,,safe__culdesac
culdesac,59,12,0.9,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9000000000000001,0.1,,,safe__culdesac
noisy_corridor,0,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,1,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,2,12,0.85,0.8996323529411765,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9000000000000001,0.1,,,safe__noisy_corridor
noisy_corridor,3,12,0.8723214285714286,0.78,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,4,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,5,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,6,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,7,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,8,12,0.36,0.0,,1,ok,safe,NORMAL,0.8,0.0,,,safe__noisy_corridor
noisy_corridor,9,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,10,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,11,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,12,12,0.8723214285714286,0.8400000000000001,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,13,12,0.0,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8400000000000001,0.04,,,safe__noisy_corridor
noisy_corridor,14,12,0.8996323529411765,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,15,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,16,12,0.90859375,0.54,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,17,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,18,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,19,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,20,12,0.85,0.8400000000000001,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,21,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,22,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,23,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,24,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,25,12,0.85,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,26,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,27,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,28,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,29,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,30,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,31,12,0.8723214285714286,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,32,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,33,12,0.85,0.66,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,34,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,35,12,0.8723214285714286,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,36,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,37,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,38,12,0.0,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8400000000000001,0.04,,,safe__noisy_corridor
noisy_corridor,39,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,40,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,41,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,42,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,43,12,0.78,0.8400000000000001,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8400000000000001,0.04,,,safe__noisy_corridor
noisy_corridor,44,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,45,12,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,46,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,47,12,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,48,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,49,12,0.8723214285714286,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,50,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,51,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,52,12,0.8723214285714286,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__noisy_corridor
noisy_corridor,53,12,0.66,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,54,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,55,12,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__noisy_corridor
noisy_corridor,56,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,57,12,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,58,12,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__noisy_corridor
noisy_corridor,59,12,0.8400000000000001,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8400000000000001,0.04,,,safe__noisy_corridor
bottleneck,0,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,1,13,0.8723214285714286,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__bottleneck
bottleneck,2,13,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,3,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,4,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,5,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,6,13,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,7,13,0.6,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,8,13,0.0,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,9,13,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,10,13,0.95,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,11,13,0.90859375,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,12,13,0.95,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,13,13,0.90859375,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,14,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,15,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,16,13,0.85,0.90859375,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.91,0.1100000000000001,,,safe__bottleneck
bottleneck,17,13,0.85,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,18,13,0.0,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,19,13,0.90859375,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,20,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,21,13,0.0,0.0,,1,ok,safe,NORMAL,0.8,0.0,,,safe__bottleneck
bottleneck,22,13,0.85,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,23,13,0.0,0.8723214285714286,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__bottleneck
bottleneck,24,13,0.85,0.95,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.9500000000000002,0.1500000000000001,,,safe__bottleneck
bottleneck,25,13,0.0,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
bottleneck,26,13,0.8723214285714286,0.85,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8800000000000001,0.08,,,safe__bottleneck
bottleneck,27,13,0.85,0.0,,1,relaxed tau to minimal feasible threshold,safe,SAFE_RELAX_TAU,0.8500000000000001,0.05,,,safe__bottleneck
