path_type,length_cells,geometric_length,fused_sum,fused_mean,fused_max,pose_sum,pose_mean,pose_max
fused_path,71,70.0,16.258158565634538,0.22898814881175406,0.4,1.5163171312690693,0.021356579313648864,0.3449483010102045
pose_only_path,71,70.0,28.399999999999988,0.39999999999999986,0.4,0.0,0.0,0.0
