thr,FPR,TPR,TP,FP,TN,FN
2.038220509131513314e+00,3.062500000000000222e-01,3.919607843137254966e-01,1.999000000000000000e+03,7.350000000000000000e+02,1.665000000000000000e+03,3.101000000000000000e+03
2.058665624716705000e+00,3.033333333333333437e-01,3.884313725490196045e-01,1.981000000000000000e+03,7.280000000000000000e+02,1.672000000000000000e+03,3.119000000000000000e+03
2.078995291860400219e+00,2.999999999999999889e-01,3.850980392156862497e-01,1.964000000000000000e+03,7.200000000000000000e+02,1.680000000000000000e+03,3.136000000000000000e+03
2.092434633092498775e+00,2.970833333333333104e-01,3.815686274509804132e-01,1.946000000000000000e+03,7.130000000000000000e+02,1.687000000000000000e+03,3.154000000000000000e+03
2.110897033866634409e+00,2.941666666666666874e-01,3.780392156862745212e-01,1.928000000000000000e+03,7.060000000000000000e+02,1.694000000000000000e+03,3.172000000000000000e+03
2.128017710281765229e+00,2.912500000000000089e-01,3.745098039215686292e-01,1.910000000000000000e+03,6.990000000000000000e+02,1.701000000000000000e+03,3.190000000000000000e+03
2.145752957084186452e+00,2.883333333333333304e-01,3.709803921568627372e-01,1.892000000000000000e+03,6.920000000000000000e+02,1.708000000000000000e+03,3.208000000000000000e+03
2.162859866901785999e+00,2.858333333333333282e-01,3.672549019607843079e-01,1.873000000000000000e+03,6.860000000000000000e+02,1.714000000000000000e+03,3.227000000000000000e+03
2.184581559918248761e+00,2.804166666666666474e-01,3.649019607843137503e-01,1.861000000000000000e+03,6.730000000000000000e+02,1.727000000000000000e+03,3.239000000000000000e+03
2.208520301273435127e+00,2.762499999999999956e-01,3.619607843137254699e-01,1.846000000000000000e+03,6.630000000000000000e+02,1.737000000000000000e+03,3.254000000000000000e+03
2.228584369946149391e+00,2.725000000000000200e-01,3.586274509803921706e-01,1.829000000000000000e+03,6.540000000000000000e+02,1.746000000000000000e+03,3.271000000000000000e+03
2.246524835202092341e+00,2.695833333333333415e-01,3.550980392156862786e-01,1.811000000000000000e+03,6.470000000000000000e+02,1.753000000000000000e+03,3.289000000000000000e+03
2.267491858093400925e+00,2.662499999999999867e-01,3.517647058823529238e-01,1.794000000000000000e+03,6.390000000000000000e+02,1.761000000000000000e+03,3.306000000000000000e+03
2.291245216018749531e+00,2.645833333333333370e-01,3.476470588235294201e-01,1.773000000000000000e+03,6.350000000000000000e+02,1.765000000000000000e+03,3.327000000000000000e+03
2.314135695188965336e+00,2.616666666666666585e-01,3.441176470588235281e-01,1.755000000000000000e+03,6.280000000000000000e+02,1.772000000000000000e+03,3.345000000000000000e+03
2.338822141944679966e+00,2.575000000000000067e-01,3.411764705882353033e-01,1.740000000000000000e+03,6.180000000000000000e+02,1.782000000000000000e+03,3.360000000000000000e+03
2.358399443014541852e+00,2.537499999999999756e-01,3.380392156862744857e-01,1.724000000000000000e+03,6.090000000000000000e+02,1.791000000000000000e+03,3.376000000000000000e+03
2.379869153168137075e+00,2.500000000000000000e-01,3.349019607843137236e-01,1.708000000000000000e+03,6.000000000000000000e+02,1.800000000000000000e+03,3.392000000000000000e+03
2.402345823714788331e+00,2.462499999999999967e-01,3.317647058823529616e-01,1.692000000000000000e+03,5.910000000000000000e+02,1.809000000000000000e+03,3.408000000000000000e+03
2.420364458132419294e+00,2.412499999999999922e-01,3.292156862745098111e-01,1.679000000000000000e+03,5.790000000000000000e+02,1.821000000000000000e+03,3.421000000000000000e+03
2.446783078520802679e+00,2.391666666666666663e-01,3.252941176470588447e-01,1.659000000000000000e+03,5.740000000000000000e+02,1.826000000000000000e+03,3.441000000000000000e+03
2.473216797544260270e+00,2.362499999999999878e-01,3.217647058823529527e-01,1.641000000000000000e+03,5.670000000000000000e+02,1.833000000000000000e+03,3.459000000000000000e+03
2.489068948111034185e+00,2.333333333333333370e-01,3.180392156862745234e-01,1.622000000000000000e+03,5.600000000000000000e+02,1.840000000000000000e+03,3.478000000000000000e+03
2.512006605823755567e+00,2.295833333333333337e-01,3.149019607843137059e-01,1.606000000000000000e+03,5.510000000000000000e+02,1.849000000000000000e+03,3.494000000000000000e+03
2.535797294972926608e+00,2.275000000000000078e-01,3.109803921568627394e-01,1.586000000000000000e+03,5.460000000000000000e+02,1.854000000000000000e+03,3.514000000000000000e+03
2.555300301238042859e+00,2.258333333333333304e-01,3.068627450980392357e-01,1.565000000000000000e+03,5.420000000000000000e+02,1.858000000000000000e+03,3.535000000000000000e+03
2.576446760891241361e+00,2.237500000000000044e-01,3.029411764705882137e-01,1.545000000000000000e+03,5.370000000000000000e+02,1.863000000000000000e+03,3.555000000000000000e+03
2.603126781029093006e+00,2.216666666666666785e-01,2.990196078431372473e-01,1.525000000000000000e+03,5.320000000000000000e+02,1.868000000000000000e+03,3.575000000000000000e+03
2.633374181537516900e+00,2.187500000000000000e-01,2.954901960784313553e-01,1.507000000000000000e+03,5.250000000000000000e+02,1.875000000000000000e+03,3.593000000000000000e+03
2.662347539450943046e+00,2.145833333333333204e-01,2.925490196078431304e-01,1.492000000000000000e+03,5.150000000000000000e+02,1.885000000000000000e+03,3.608000000000000000e+03
2.695014359723420405e+00,2.112499999999999933e-01,2.892156862745098311e-01,1.475000000000000000e+03,5.070000000000000000e+02,1.893000000000000000e+03,3.625000000000000000e+03
2.723779342060351549e+00,2.074999999999999900e-01,2.860784313725490136e-01,1.459000000000000000e+03,4.980000000000000000e+02,1.902000000000000000e+03,3.641000000000000000e+03
2.751381086304431456e+00,2.037499999999999867e-01,2.829411764705882515e-01,1.443000000000000000e+03,4.890000000000000000e+02,1.911000000000000000e+03,3.657000000000000000e+03
2.784340502205460144e+00,2.008333333333333359e-01,2.794117647058823595e-01,1.425000000000000000e+03,4.820000000000000000e+02,1.918000000000000000e+03,3.675000000000000000e+03
2.807622035541046834e+00,1.979166666666666574e-01,2.758823529411764675e-01,1.407000000000000000e+03,4.750000000000000000e+02,1.925000000000000000e+03,3.693000000000000000e+03
2.834973512829352060e+00,1.941666666666666541e-01,2.725490196078431127e-01,1.390000000000000000e+03,4.660000000000000000e+02,1.934000000000000000e+03,3.710000000000000000e+03
2.874452440767047978e+00,1.895833333333333259e-01,2.698039215686274250e-01,1.376000000000000000e+03,4.550000000000000000e+02,1.945000000000000000e+03,3.724000000000000000e+03
2.908310834313786231e+00,1.879166666666666763e-01,2.656862745098039214e-01,1.355000000000000000e+03,4.510000000000000000e+02,1.949000000000000000e+03,3.745000000000000000e+03
2.925748693078698448e+00,1.849999999999999978e-01,2.621568627450980293e-01,1.337000000000000000e+03,4.440000000000000000e+02,1.956000000000000000e+03,3.763000000000000000e+03
2.950518888622578828e+00,1.812499999999999944e-01,2.590196078431372673e-01,1.321000000000000000e+03,4.350000000000000000e+02,1.965000000000000000e+03,3.779000000000000000e+03
2.974637712445191706e+00,1.774999999999999911e-01,2.558823529411764497e-01,1.305000000000000000e+03,4.260000000000000000e+02,1.974000000000000000e+03,3.795000000000000000e+03
3.006624691473267941e+00,1.729166666666666630e-01,2.531372549019607621e-01,1.291000000000000000e+03,4.150000000000000000e+02,1.985000000000000000e+03,3.809000000000000000e+03
3.035271545790461545e+00,1.704166666666666607e-01,2.494117647058823606e-01,1.272000000000000000e+03,4.090000000000000000e+02,1.991000000000000000e+03,3.828000000000000000e+03
3.059348023990631660e+00,1.670833333333333337e-01,2.460784313725490058e-01,1.255000000000000000e+03,4.010000000000000000e+02,1.999000000000000000e+03,3.845000000000000000e+03
3.089178229751349036e+00,1.645833333333333315e-01,2.423529411764705765e-01,1.236000000000000000e+03,3.950000000000000000e+02,2.005000000000000000e+03,3.864000000000000000e+03
3.130551910418852835e+00,1.608333333333333282e-01,2.392156862745098145e-01,1.220000000000000000e+03,3.860000000000000000e+02,2.014000000000000000e+03,3.880000000000000000e+03
3.166471624980743638e+00,1.591666666666666785e-01,2.350980392156862830e-01,1.199000000000000000e+03,3.820000000000000000e+02,2.018000000000000000e+03,3.901000000000000000e+03
3.208349464200217938e+00,1.566666666666666763e-01,2.311764705882352888e-01,1.179000000000000000e+03,3.760000000000000000e+02,2.024000000000000000e+03,3.921000000000000000e+03
3.246600154833126695e+00,1.554166666666666752e-01,2.268627450980392202e-01,1.157000000000000000e+03,3.730000000000000000e+02,2.027000000000000000e+03,3.943000000000000000e+03
