trial,policy,num_robots,num_targets,risk_mode,total_distance,mean_distance,total_risk,mean_risk,max_risk,total_cost
13,uniform_risk,3,6,mixed,11.55015519662428,3.8500517322080934,1.9836240054571792,0.6612080018190597,0.8640640283752794,15.517403207538639
13,explorer_monitor,3,6,mixed,11.55015519662428,3.8500517322080934,1.9836240054571792,0.6612080018190597,0.8640640283752794,15.394399634296024
13,all_conservative,3,6,mixed,11.55015519662428,3.8500517322080934,1.9836240054571792,0.6612080018190597,0.8640640283752794,23.451899229367356
14,uniform_risk,3,6,clustered_high,7.230289683107376,2.410096561035792,1.0323846773138294,0.3441282257712765,0.49057484359913006,9.295059037735035
14,explorer_monitor,3,6,clustered_high,7.230289683107376,2.410096561035792,1.0323846773138294,0.3441282257712765,0.49057484359913006,10.197050677662668
14,all_conservative,3,6,clustered_high,7.956164027701242,2.652054675900414,0.7590917129970215,0.25303057099900716,0.48126715788077773,12.510714305683372
15,uniform_risk,3,6,mixed,6.938631144064785,2.312877048021595,1.0853427491447392,0.3617809163815797,0.7194299991448455,9.109316642354262
15,explorer_monitor,3,6,mixed,6.938631144064785,2.312877048021595,1.0853427491447392,0.3617809163815797,0.7194299991448455,8.393269199646676
15,all_conservative,3,6,mixed,8.232028984741687,2.7440096615805625,0.7743056586191105,0.25810188620637015,0.40839290861921684,12.877862936456351
16,uniform_risk,3,6,clustered_high,5.69952601314672,1.89984200438224,0.6630584038880992,0.22101946796269975,0.29848169843594086,7.0256428209229185
16,explorer_monitor,3,6,clustered_high,5.69952601314672,1.89984200438224,0.6630584038880992,0.22101946796269975,0.29848169843594086,7.515755517300251
16,all_conservative,3,6,clustered_high,5.69952601314672,1.89984200438224,0.6630584038880992,0.22101946796269975,0.29848169843594086,9.677876436475316
17,uniform_risk,3,6,mixed,6.8147285414732055,2.2715761804910684,0.7419588627057421,0.24731962090191403,0.4251461939427341,8.298646266884688
17,explorer_monitor,3,6,mixed,6.8147285414732055,2.2715761804910684,0.7419588627057421,0.24731962090191403,0.4251461939427341,8.904954215191719
17,all_conservative,3,6,mixed,6.8147285414732055,2.2715761804910684,0.7419588627057421,0.24731962090191403,0.4251461939427341,11.26648171770766
18,uniform_risk,3,6,clustered_high,8.904455259603793,2.9681517532012642,0.9318884269514421,0.3106294756504807,0.33378886629317656,10.768232113506677
18,explorer_monitor,3,6,clustered_high,9.027254921798209,3.0090849739327363,0.9318884269514421,0.3106294756504807,0.33378886629317656,11.11578059394829
18,all_conservative,3,6,clustered_high,8.904455259603793,2.9681517532012642,0.9318884269514421,0.3106294756504807,0.33378886629317656,14.495785821312447
19,uniform_risk,3,6,mixed,5.535367791198049,1.8451225970660163,1.3083835714800491,0.4361278571600164,0.6939498122990523,8.152134934158148
19,explorer_monitor,3,6,mixed,5.535367791198049,1.8451225970660163,1.3083835714800491,0.4361278571600164,0.6939498122990523,9.333200169241842
19,all_conservative,3,6,mixed,5.535367791198049,1.8451225970660163,1.3083835714800491,0.4361278571600164,0.6939498122990523,13.385669220078345
20,uniform_risk,3,6,clustered_high,7.037257631215622,2.345752543738541,0.5236532923178652,0.1745510974392884,0.27306615486691954,8.084564215851351
20,explorer_monitor,3,6,clustered_high,7.037257631215622,2.345752543738541,0.5236532923178652,0.1745510974392884,0.27306615486691954,8.081544175205671
20,all_conservative,3,6,clustered_high,7.037257631215622,2.345752543738541,0.5236532923178652,0.1745510974392884,0.27306615486691954,10.179177385122813
21,uniform_risk,3,6,mixed,8.827050791787467,2.9423502639291557,1.6125372800993105,0.5375124266997702,0.8319242851552726,12.052125351986088
21,explorer_monitor,3,6,mixed,8.827050791787467,2.9423502639291557,1.6125372800993105,0.5375124266997702,0.8319242851552726,11.258967640930837
21,all_conservative,3,6,mixed,11.386391492756134,3.7954638309187114,1.1305733386642216,0.37685777955474054,0.7612297078940271,18.169831524741465
22,uniform_risk,3,6,clustered_high,6.469731477517972,2.1565771591726572,1.0098021937504609,0.3366007312501536,0.3575073525247342,8.489335865018894
22,explorer_monitor,3,6,clustered_high,6.469731477517972,2.1565771591726572,1.0098021937504609,0.3366007312501536,0.3575073525247342,8.865676926643157
22,all_conservative,3,6,clustered_high,6.469731477517972,2.1565771591726572,1.0098021937504609,0.3366007312501536,0.3575073525247342,12.528544640020737
23,uniform_risk,3,6,mixed,12.406065412135854,4.135355137378618,1.27547735650774,0.42515911883591334,0.8287073110024582,14.957020125151335
23,explorer_monitor,3,6,mixed,12.406065412135854,4.135355137378618,1.27547735650774,0.42515911883591334,0.8287073110024582,14.826866691578049
23,all_conservative,3,6,mixed,13.867401311660116,4.622467103886705,0.8751480587400262,0.29171601958000876,0.42837801323474445,19.118289664100274
24,uniform_risk,3,6,clustered_high,8.534710293225757,2.8449034310752523,1.0546739056954093,0.35155796856513644,0.39891617841404825,10.644058104616576
24,explorer_monitor,3,6,clustered_high,8.534710293225757,2.8449034310752523,1.0546739056954093,0.35155796856513644,0.39891617841404825,10.94632567653473
24,all_conservative,3,6,clustered_high,8.534710293225757,2.8449034310752523,1.0546739056954093,0.35155796856513644,0.39891617841404825,14.862753727398214
25,uniform_risk,3,6,mixed,3.779361934327221,1.259787311442407,0.9301813118305279,0.3100604372768426,0.5309219311457678,5.639724557988277
25,explorer_monitor,3,6,mixed,4.512017043416161,1.5040056811387201,0.7300506778806902,0.24335022596023007,0.33079129719593015,5.852019070156796
25,all_conservative,3,6,mixed,4.512017043416161,1.5040056811387201,0.7300506778806902,0.24335022596023007,0.33079129719593015,8.892321110700303
26,uniform_risk,3,6,clustered_high,5.330401402110393,1.776800467370131,0.6774531749537476,0.22581772498458252,0.2870321098131661,6.685307752017889
26,explorer_monitor,3,6,clustered_high,5.330401402110393,1.776800467370131,0.6774531749537476,0.22581772498458252,0.2870321098131661,6.95163460900333
26,all_conservative,3,6,clustered_high,5.330401402110393,1.776800467370131,0.6774531749537476,0.22581772498458252,0.2870321098131661,9.395120451832879
27,uniform_risk,3,6,mixed,6.0581127572540145,2.0193709190846714,1.083446420555475,0.361148806851825,0.8601666658261801,8.225005598364966
27,explorer_monitor,3,6,mixed,6.0581127572540145,2.0193709190846714,1.083446420555475,0.361148806851825,0.8601666658261801,7.513003273050064
27,all_conservative,3,6,mixed,6.0581127572540145,2.0193709190846714,1.083446420555475,0.361148806851825,0.8601666658261801,12.558791280586867
28,uniform_risk,3,6,clustered_high,10.68541350276077,3.561804500920257,1.3021869700924589,0.43406232336415296,0.6050165951173209,13.289787442945688
28,explorer_monitor,3,6,clustered_high,10.68541350276077,3.561804500920257,1.3021869700924589,0.43406232336415296,0.6050165951173209,14.156128173144708
28,all_conservative,3,6,clustered_high,12.033537409062808,4.0111791363542695,0.9862414896035262,0.3287471632011754,0.6050165951173209,17.950986346683965
29,uniform_risk,3,6,mixed,6.374909542663911,2.124969847554637,1.3200471288490219,0.4400157096163406,0.5692070493190924,9.015003800361955
29,explorer_monitor,3,6,mixed,6.374909542663911,2.124969847554637,1.3200471288490219,0.4400157096163406,0.5692070493190924,9.652945721882213
29,all_conservative,3,6,mixed,6.374909542663911,2.124969847554637,1.3200471288490219,0.4400157096163406,0.5692070493190924,14.295192315758042
30,uniform_risk,3,6,clustered_high,14.08682168334884,4.695607227782946,0.7064427026243495,0.23548090087478316,0.3350667547605927,15.499707088597539
30,explorer_monitor,3,6,clustered_high,14.08682168334884,4.695607227782946,0.7064427026243495,0.23548090087478316,0.3350667547605927,15.255882740130772
30,all_conservative,3,6,clustered_high,14.08682168334884,4.695607227782946,0.7064427026243495,0.23548090087478316,0.3350667547605927,18.325477899094935
31,uniform_risk,3,6,mixed,3.3502868190439696,1.1167622730146565,1.290007627517445,0.430002542505815,0.6982500291221723,5.93030207407886
31,explorer_monitor,3,6,mixed,3.3502868190439696,1.1167622730146565,1.290007627517445,0.430002542505815,0.6982500291221723,5.9012920998671685
31,all_conservative,3,6,mixed,3.3502868190439696,1.1167622730146565,1.290007627517445,0.430002542505815,0.6982500291221723,11.09033258414864
32,uniform_risk,3,6,clustered_high,8.707997716686602,2.9026659055622006,1.167610988282404,0.3892036627608013,0.4961285696976098,11.043219693251412
32,explorer_monitor,3,6,clustered_high,8.707997716686602,2.9026659055622006,1.167610988282404,0.3892036627608013,0.4961285696976098,11.623823193031658
32,all_conservative,3,6,clustered_high,10.906892695512333,3.635630898504111,0.730215493129573,0.24340516437652435,0.4173619727883472,15.28818565428977
33,uniform_risk,3,6,mixed,7.387901147336047,2.4626337157786824,1.0598314922993928,0.3532771640997976,0.543430062958673,9.507564131934833
33,explorer_monitor,3,6,mixed,7.387901147336047,2.4626337157786824,1.0598314922993928,0.3532771640997976,0.543430062958673,9.839679652442593
33,all_conservative,3,6,mixed,7.387901147336047,2.4626337157786824,1.0598314922993928,0.3532771640997976,0.543430062958673,13.746890101132403
34,uniform_risk,3,6,clustered_high,5.135108845490659,1.7117029484968862,1.339143484116142,0.44638116137204736,0.7606072458357922,7.813395813722943
34,explorer_monitor,3,6,clustered_high,5.135108845490659,1.7117029484968862,1.339143484116142,0.44638116137204736,0.7606072458357922,8.217031565084193
34,all_conservative,3,6,clustered_high,7.256824736647768,2.418941578882589,0.807000275517471,0.269000091839157,0.3273906632138669,12.098826389752592
35,uniform_risk,3,6,mixed,4.002513209912649,1.3341710699708829,1.3732946338112981,0.45776487793709936,0.903424062050486,6.749102477535245
35,explorer_monitor,3,6,mixed,4.002513209912649,1.3341710699708829,1.3732946338112981,0.45776487793709936,0.903424062050486,6.71362135933101
35,all_conservative,3,6,mixed,4.002513209912649,1.3341710699708829,1.3732946338112981,0.45776487793709936,0.903424062050486,12.242281012780438
36,uniform_risk,3,6,clustered_high,6.377188243202123,2.1257294144007077,0.6498269259432734,0.21660897531442447,0.4506047117994415,7.676842095088669
36,explorer_monitor,3,6,clustered_high,6.377188243202123,2.1257294144007077,0.6498269259432734,0.21660897531442447,0.4506047117994415,7.369355103417737
36,all_conservative,3,6,clustered_high,6.818052306425238,2.272684102141746,0.5090773984125395,0.16969246613751318,0.3098551842687077,9.872516696900476
37,uniform_risk,3,6,mixed,6.360462613760057,2.1201542045866857,1.5280114718483704,0.5093371572827902,0.9041552908937254,9.416485557456799
37,explorer_monitor,3,6,mixed,6.360462613760057,2.1201542045866857,1.5280114718483704,0.5093371572827902,0.9041552908937254,8.939762128830154
37,all_conservative,3,6,mixed,7.077216895275085,2.3590722984250285,1.189785197910344,0.3965950659701147,0.5748119301786451,14.215928082737149
38,uniform_risk,3,6,clustered_high,2.358884345153094,0.786294781717698,0.46901359924709796,0.15633786641569933,0.2204115950814058,3.2969115436472896
38,explorer_monitor,3,6,clustered_high,2.358884345153094,0.786294781717698,0.46901359924709796,0.15633786641569933,0.2204115950814058,3.530655446312214
38,all_conservative,3,6,clustered_high,2.358884345153094,0.786294781717698,0.46901359924709796,0.15633786641569933,0.2204115950814058,5.172965940635681
39,uniform_risk,3,6,mixed,8.253548087494172,2.7511826958313907,1.0254622907765412,0.3418207635921804,0.6728283818737536,10.304472669047255
39,explorer_monitor,3,6,mixed,8.253548087494172,2.7511826958313907,1.0254622907765412,0.3418207635921804,0.6728283818737536,10.967984521550125
39,all_conservative,3,6,mixed,8.253548087494172,2.7511826958313907,1.0254622907765412,0.3418207635921804,0.6728283818737536,14.40632183215342
40,uniform_risk,3,6,clustered_high,7.925348784235401,2.641782928078467,0.5447019024032187,0.1815673008010729,0.4644973825122101,9.014752589041837
40,explorer_monitor,3,6,clustered_high,7.925348784235401,2.641782928078467,0.5447019024032187,0.1815673008010729,0.4644973825122101,9.080336067083561
40,all_conservative,3,6,clustered_high,7.925348784235401,2.641782928078467,0.5447019024032187,0.1815673008010729,0.4644973825122101,11.193560198654712
41,uniform_risk,3,6,mixed,9.446671363975218,3.1488904546584062,1.166513825780867,0.38883794192695564,0.6856802654812854,11.779699015536952
41,explorer_monitor,3,6,mixed,9.446671363975218,3.1488904546584062,1.166513825780867,0.38883794192695564,0.6856802654812854,11.665344612499162
41,all_conservative,3,6,mixed,10.133257624812874,3.3777525416042913,0.840556271423596,0.2801854238078653,0.6856802654812854,15.17659525335445
42,uniform_risk,3,6,clustered_high,9.381252339382678,3.1270841131275593,0.5327891910490103,0.17759639701633678,0.38257868794429223,10.4468307214807
42,explorer_monitor,3,6,clustered_high,9.381252339382678,3.1270841131275593,0.5327891910490103,0.17759639701633678,0.38257868794429223,11.149026154715262
42,all_conservative,3,6,clustered_high,9.381252339382678,3.1270841131275593,0.5327891910490103,0.17759639701633678,0.38257868794429223,12.57798748567674
43,uniform_risk,3,6,mixed,12.561692372633496,4.187230790877832,0.9115974744525008,0.3038658248175003,0.7417180569541495,14.384887321538498
43,explorer_monitor,3,6,mixed,12.561692372633496,4.187230790877832,0.9115974744525008,0.3038658248175003,0.7417180569541495,15.75926942544295
43,all_conservative,3,6,mixed,16.535513861313643,5.511837953771214,0.21324445439752304,0.07108148479917435,0.10905401000384551,17.81498058769878
44,uniform_risk,3,6,clustered_high,12.303273694636358,4.101091231545452,0.7895669204832374,0.26318897349441245,0.46579947261953614,13.882407535602834
44,explorer_monitor,3,6,clustered_high,12.541422600533863,4.1804742001779545,0.7895669204832374,0.26318897349441245,0.46579947261953614,13.9455566861552
44,all_conservative,3,6,clustered_high,13.70456691633378,4.56818897211126,0.548229820119114,0.182743273373038,0.46579947261953614,16.993945837048464
45,uniform_risk,3,6,mixed,10.042762999954439,3.3475876666514797,0.8005114374175275,0.2668371458058425,0.37430102343553684,11.643785874789495
45,explorer_monitor,3,6,mixed,10.042762999954439,3.3475876666514797,0.8005114374175275,0.2668371458058425,0.37430102343553684,11.50726875850486
45,all_conservative,3,6,mixed,10.042762999954439,3.3475876666514797,0.8005114374175275,0.2668371458058425,0.37430102343553684,14.845831624459606
46,uniform_risk,3,6,clustered_high,5.545743697752424,1.8485812325841413,1.7485508137061956,0.5828502712353986,0.9110583857117753,9.042845325164814
46,explorer_monitor,3,6,clustered_high,6.111388533911136,2.037129511303712,1.5264765393715827,0.5088255131238609,0.9110583857117753,8.910019529930677
46,all_conservative,3,6,clustered_high,8.132382545953513,2.7107941819845043,1.1245424301601517,0.37484747672005053,0.5091242765003442,14.879637126914423
47,uniform_risk,3,6,mixed,6.314019559369109,2.10467318645637,1.759266643433207,0.5864222144777357,0.7215959677426732,9.832552846235522
47,explorer_monitor,3,6,mixed,6.314019559369109,2.10467318645637,1.759266643433207,0.5864222144777357,0.7215959677426732,10.346633242344911
47,all_conservative,3,6,mixed,10.63504933353367,3.5450164445112233,0.7334523202841158,0.24448410676137192,0.6178381819260306,15.035763255238365
48,uniform_risk,3,6,clustered_high,8.779508208605387,2.9265027362017957,0.5403482667534893,0.1801160889178298,0.21495681669894517,9.860204742112366
48,explorer_monitor,3,6,clustered_high,8.779508208605387,2.9265027362017957,0.5403482667534893,0.1801160889178298,0.21495681669894517,9.918092548090012
48,all_conservative,3,6,clustered_high,8.779508208605387,2.9265027362017957,0.5403482667534893,0.1801160889178298,0.21495681669894517,12.021597809126323
49,uniform_risk,3,6,mixed,6.198188598469175,2.0660628661563916,0.8184854018915677,0.27282846729718924,0.7094989615689342,7.835159402252311
49,explorer_monitor,3,6,mixed,6.198188598469175,2.0660628661563916,0.8184854018915677,0.27282846729718924,0.7094989615689342,7.990562605823331
49,all_conservative,3,6,mixed,6.198188598469175,2.0660628661563916,0.8184854018915677,0.27282846729718924,0.7094989615689342,11.10910100981858
50,uniform_risk,3,6,clustered_high,3.992817801852686,1.3309392672842286,0.7865486859396764,0.2621828953132255,0.36368955283695215,5.565915173732039
50,explorer_monitor,3,6,clustered_high,3.992817801852686,1.3309392672842286,0.7865486859396764,0.2621828953132255,0.36368955283695215,5.370358328940774
50,all_conservative,3,6,clustered_high,3.992817801852686,1.3309392672842286,0.7865486859396764,0.2621828953132255,0.36368955283695215,8.712109917490745
51,uniform_risk,3,6,mixed,8.807526271901999,2.9358420906339995,0.8323692316689241,0.27745641055630804,0.6245217794418948,10.472264735239847
51,explorer_monitor,3,6,mixed,9.16019859953534,3.0533995331784465,0.8323692316689241,0.27745641055630804,0.6245217794418948,10.314195385099199
51,all_conservative,3,6,mixed,8.807526271901999,2.9358420906339995,0.8323692316689241,0.27745641055630804,0.6245217794418948,13.801741661915543
52,uniform_risk,3,6,clustered_high,7.235980944145228,2.4119936480484094,0.9040964904532931,0.30136549681776437,0.40490795884898556,9.044173925051815
52,explorer_monitor,3,6,clustered_high,7.235980944145228,2.4119936480484094,0.9040964904532931,0.30136549681776437,0.40490795884898556,9.114894994145898
52,all_conservative,3,6,clustered_high,7.235980944145228,2.4119936480484094,0.9040964904532931,0.30136549681776437,0.40490795884898556,12.660559886864988
53,uniform_risk,3,6,mixed,7.015443736832849,2.3384812456109496,1.846884709722433,0.6156282365741443,0.9676965076927446,10.709213156277714
53,explorer_monitor,3,6,mixed,8.11282253765787,2.70427417921929,1.3177553358505758,0.4392517786168586,0.9676965076927446,9.912460410225712
53,all_conservative,3,6,mixed,8.11282253765787,2.70427417921929,1.3177553358505758,0.4392517786168586,0.9676965076927446,16.019354552761325
54,uniform_risk,3,6,clustered_high,5.077931584134054,1.6926438613780181,1.3269667680831558,0.44232225602771863,0.7298262247405536,7.731865120300367
54,explorer_monitor,3,6,clustered_high,5.077931584134054,1.6926438613780181,1.3269667680831558,0.44232225602771863,0.7298262247405536,8.806080209599923
54,all_conservative,3,6,clustered_high,7.415381202505682,2.4717937341685605,0.840276003778966,0.28009200125965533,0.3854373601815505,12.457037225179478
55,uniform_risk,3,6,mixed,6.435475310931515,2.1451584369771717,0.9844782480056781,0.3281594160018927,0.5340111496982611,8.40443180694287
55,explorer_monitor,3,6,mixed,6.435475310931515,2.1451584369771717,0.9844782480056781,0.3281594160018927,0.5340111496982611,9.306914940595334
55,all_conservative,3,6,mixed,6.435475310931515,2.1451584369771717,0.9844782480056781,0.3281594160018927,0.5340111496982611,12.342344798965584
56,uniform_risk,3,6,clustered_high,5.108956615647553,1.7029855385491846,1.3454736350366272,0.44849121167887573,0.5409690815240625,7.799903885720809
56,explorer_monitor,3,6,clustered_high,5.108956615647553,1.7029855385491846,1.3454736350366272,0.44849121167887573,0.5409690815240625,8.264237747308401
56,all_conservative,3,6,clustered_high,5.108956615647553,1.7029855385491846,1.3454736350366272,0.44849121167887573,0.5409690815240625,13.181798425867317
57,uniform_risk,3,6,mixed,10.971539887286681,3.6571799624288936,0.661450162994887,0.22048338766496234,0.28687939731326817,12.294440213276454
57,explorer_monitor,3,6,mixed,11.93665777287795,3.97888592429265,0.3798219639872368,0.12660732132907893,0.23577807386343264,12.568011405645475
57,all_conservative,3,6,mixed,11.93665777287795,3.97888592429265,0.3798219639872368,0.12660732132907893,0.23577807386343264,14.21558955680137
58,uniform_risk,3,6,clustered_high,9.370192264270756,3.123397421423585,0.6165472600020829,0.20551575333402763,0.25768786510470304,10.603286784274923
58,explorer_monitor,3,6,clustered_high,9.370192264270756,3.123397421423585,0.6165472600020829,0.20551575333402763,0.25768786510470304,10.869278782190353
58,all_conservative,3,6,clustered_high,9.370192264270756,3.123397421423585,0.6165472600020829,0.20551575333402763,0.25768786510470304,13.069475824283254
59,uniform_risk,3,6,mixed,10.432013782372568,3.4773379274575227,2.1600131713911397,0.7200043904637132,0.9810394225515603,14.752040125154846
59,explorer_monitor,3,6,mixed,12.38108571334809,4.12702857111603,1.5114923572115644,0.5038307857371881,0.7885200162795153,15.280587628235674
59,all_conservative,3,6,mixed,12.38108571334809,4.12702857111603,1.5114923572115644,0.5038307857371881,0.7885200162795153,21.45003985661748
60,uniform_risk,3,6,clustered_high,7.558159484272879,2.5193864947576263,1.0382760691339838,0.3460920230446613,0.5517444857830578,9.634711622540845
60,explorer_monitor,3,6,clustered_high,7.558159484272879,2.5193864947576263,1.0382760691339838,0.3460920230446613,0.5517444857830578,10.509360805383285
60,all_conservative,3,6,clustered_high,8.168934700575637,2.7229782335252124,0.9072411571080431,0.3024137190360144,0.5517444857830578,13.612381643223896
61,uniform_risk,3,6,mixed,6.4028546931182895,2.1342848977060966,1.125230676798974,0.3750768922663246,0.4975233924936273,8.653316046716238
61,explorer_monitor,3,6,mixed,6.4028546931182895,2.1342848977060966,1.125230676798974,0.3750768922663246,0.4975233924936273,9.34186697561274
61,all_conservative,3,6,mixed,6.4028546931182895,2.1342848977060966,1.125230676798974,0.3750768922663246,0.4975233924936273,13.154238753912134
62,uniform_risk,3,6,clustered_high,13.984025666475588,4.661341888825196,0.8982741618827363,0.2994247206275788,0.40054798778108497,15.780573990241061
62,explorer_monitor,3,6,clustered_high,13.984025666475588,4.661341888825196,0.8982741618827363,0.2994247206275788,0.40054798778108497,15.868384095162186
62,all_conservative,3,6,clustered_high,13.984025666475588,4.661341888825196,0.8982741618827363,0.2994247206275788,0.40054798778108497,19.373670637772005
63,uniform_risk,3,6,mixed,7.00969538031168,2.33656512677056,1.0025885249351179,0.3341961749783726,0.4912001952542241,9.014872430181915
63,explorer_monitor,3,6,mixed,7.00969538031168,2.33656512677056,1.0025885249351179,0.3341961749783726,0.4912001952542241,9.047225588102684
63,all_conservative,3,6,mixed,7.00969538031168,2.33656512677056,1.0025885249351179,0.3341961749783726,0.4912001952542241,13.025226529922389
64,uniform_risk,3,6,clustered_high,6.102250612276764,2.034083537425588,0.9680155680803512,0.3226718560267837,0.5530426915319251,8.038281748437468
64,explorer_monitor,3,6,clustered_high,7.053557557436678,2.3511858524788924,0.6666748905249008,0.22222496350830026,0.5530426915319251,8.03484501813224
64,all_conservative,3,6,clustered_high,7.053557557436678,2.3511858524788924,0.6666748905249008,0.22222496350830026,0.5530426915319251,11.053606900586082
65,uniform_risk,3,6,mixed,8.150426475853765,2.716808825284588,1.8076481095777535,0.6025493698592511,0.8233393995083906,11.765722695009272
65,explorer_monitor,3,6,mixed,8.150426475853765,2.716808825284588,1.8076481095777535,0.6025493698592511,0.8233393995083906,12.221971154234208
65,all_conservative,3,6,mixed,9.225705226745557,3.0752350755818525,1.4169269965513376,0.47230899885044586,0.639793929366663,17.727267206053583
66,uniform_risk,3,6,clustered_high,9.257745644309928,3.085915214769976,0.3929556804671076,0.1309852268223692,0.25128657237063134,10.043657005244144
66,explorer_monitor,3,6,clustered_high,9.257745644309928,3.085915214769976,0.3929556804671076,0.1309852268223692,0.25128657237063134,9.946564699753075
