t,est_px,est_py,vo_nis,vo_trust,vo_infl,w_nis,w_trust,w_infl
2.900000000000000000e+01,3.029327680137779755e+00,1.558566519289050545e+00,2.581629749136566954e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.326760455270016625e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,3.128873990994502918e+00,1.583994058151337647e+00,3.875907884694302918e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.047450387120633986e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.100000000000000000e+01,3.207742837909852707e+00,1.632392605998436164e+00,1.697771703014688605e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.787054122312474735e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,3.308605833043802846e+00,1.679891143773879270e+00,2.305333712293610449e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.507927891012637689e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.300000000000000000e+01,3.391177099120783467e+00,1.723762160170307922e+00,6.907048245531229869e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.300298957220210827e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.400000000000000000e+01,3.503236102253164397e+00,1.753342275956138341e+00,7.512152001528427103e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.508163864185196212e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.500000000000000000e+01,3.581638504315158400e+00,1.809700673814510719e+00,1.804240391665675514e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.436351156409865659e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.600000000000000000e+01,3.712841902924462811e+00,1.875555594207422461e+00,6.031002476355931563e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.965704695029614424e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.700000000000000000e+01,3.790151697445168999e+00,1.922037414880577888e+00,2.442240475730648619e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.400083099677017717e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.800000000000000000e+01,3.880886185952219680e+00,1.947381214794420501e+00,1.267649256107419298e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.463874160627981924e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.900000000000000000e+01,3.993291990575652761e+00,1.976989978873262332e+00,2.339654419699677135e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.302779810884766354e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+01,4.094762983979931548e+00,2.058597267744660453e+00,4.531276568763816570e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.080194802233408691e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.100000000000000000e+01,4.171812645536790320e+00,2.106023777450767298e+00,1.186600744490444947e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.328096190599562743e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.200000000000000000e+01,4.302537489151462502e+00,2.159919187700893417e+00,2.369738207162810362e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.149774117675142371e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.300000000000000000e+01,4.407405692092965843e+00,2.201795938497443927e+00,9.127250849610666350e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.796120387696340304e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000000e+01,4.491454284680157727e+00,2.240489924082964102e+00,1.018029594741727495e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.610517552930797458e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.500000000000000000e+01,4.584342161841625796e+00,2.256572274771818432e+00,8.938766287866628524e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.700627084301979952e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.600000000000000000e+01,4.689727404765084096e+00,2.294415432599933080e+00,8.887777612146456896e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.477799798006904641e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.700000000000000000e+01,4.773257736815080143e+00,2.382279449082766121e+00,5.747671554720868770e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.344210288279617860e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.800000000000000000e+01,4.883810704063068719e+00,2.419968382330295320e+00,6.499382969493883166e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.231400640699550575e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.900000000000000000e+01,5.015181292378794176e+00,2.499823632506172899e+00,2.396357766253291999e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.282392810987344589e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+01,5.115050598179983865e+00,2.552584571045410033e+00,4.519379861674000520e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.396068465540463821e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.100000000000000000e+01,5.221433883367916806e+00,2.574573981361985453e+00,2.182172524299554439e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.132076775312311323e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000000e+01,5.327939566850679931e+00,2.631960399908991111e+00,1.268866545968611315e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.947811136535363419e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.300000000000000000e+01,5.427000321030068797e+00,2.676946626161468057e+00,6.880987062582391567e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.622156429849932913e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.400000000000000000e+01,5.537740391036257037e+00,2.737466505193525190e+00,5.446168768008939898e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.819334834099643139e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.500000000000000000e+01,5.613358824986325324e+00,2.788512452185005319e+00,1.831577699742434229e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.666405957729431897e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.600000000000000000e+01,5.691289239677812972e+00,2.842871243835089601e+00,1.715899952087379221e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.630010327172567997e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.700000000000000000e+01,5.777502682775786269e+00,2.886245174262926039e+00,7.793037100692759567e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.683799503771929773e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.800000000000000000e+01,5.870783395018114525e+00,2.949061027622570386e+00,2.191788654554531202e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.476248638766269217e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.900000000000000000e+01,6.006974088608571627e+00,2.972246371709114765e+00,8.375044555194232743e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.117308155693151228e+00,1.000000000000000000e+00,1.000000000000000000e+00
