y,x,IG,I_local,R_local,score_IG,score_IG_I,score_IG_I_R
8,11,0.22400000000000003,0.2752676082881,0.7286956521839697,0.22400000000000003,0.0037859133695200275,-0.13186626053849512
34,15,0.728,0.8632412121212121,0.0,0.728,0.037407030303030275,-0.4625929696969697
28,7,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
17,11,0.8000000000000002,0.98908,0.0,0.8000000000000002,0.008736000000000188,-0.4912639999999998
16,27,0.8000000000000002,0.9427800346320346,0.0,0.8000000000000002,0.04577597229437236,-0.45422402770562764
7,20,0.4160000000000001,0.47069063056315513,0.0,0.4160000000000001,0.039447495549475964,-0.46055250445052404
16,1,0.5900000000000001,0.6634421172248806,0.03260869566597353,0.5900000000000001,0.059246306220095635,-0.4244493459469176
38,1,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
26,15,0.8000000000000002,0.9512314285714285,0.0,0.8000000000000002,0.03901485714285735,-0.46098514285714265
27,6,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
12,13,0.6080000000000001,0.7075349333333333,0.21565217391758032,0.6080000000000001,0.041972053333333426,-0.35020185970787643
39,19,0.7100000000000002,0.8129521861471861,0.0,0.7100000000000002,0.05963825108225129,-0.4403617489177487
14,18,0.8000000000000002,0.9648727619047619,0.0,0.8000000000000002,0.028101790476190547,-0.47189820952380945
18,26,0.7760000000000001,0.9130824761904762,0.0,0.7760000000000001,0.04553401904761911,-0.4544659809523809
19,7,0.752,0.8901645714285715,0.008695652177013234,0.752,0.03986834285714269,-0.4557838310543507
25,6,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
19,12,0.8000000000000002,0.9520000000000001,0.0,0.8000000000000002,0.0384000000000001,-0.4615999999999999
20,27,0.8000000000000002,0.984608,0.0,0.8000000000000002,0.012313600000000036,-0.48768639999999996
29,1,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
20,0,0.8000000000000003,0.9558990476190475,0.0,0.8000000000000003,0.03528076190476215,-0.46471923809523785
35,6,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
39,26,0.8000000000000002,0.9385409523809523,0.0,0.8000000000000002,0.049167238095238264,-0.45083276190476174
19,8,0.8000000000000002,0.9596034285714284,0.0,0.8000000000000002,0.03231725714285738,-0.4676827428571426
22,12,0.8000000000000002,0.968,0.0,0.8000000000000002,0.025600000000000178,-0.4743999999999998
6,24,0.29600000000000004,0.34805933523532145,0.0,0.29600000000000004,0.017552531811742877,-0.4824474681882571
32,24,0.4159999999999999,0.4749329244704414,0.0,0.4159999999999999,0.03605366042364677,-0.46394633957635323
16,20,0.608,0.6926829253883372,0.0,0.608,0.0538536596893302,-0.4461463403106698
38,24,0.6560000000000001,0.7562806227333039,0.0,0.6560000000000001,0.05097550181335697,-0.44902449818664303
34,9,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
17,8,0.7760000000000001,0.8990009635854341,0.010434782609981097,0.7760000000000001,0.056799229131652806,-0.43798337956335665
14,13,0.752,0.8948013333333332,0.05043478260998109,0.752,0.03615893333333342,-0.438623675361676
37,13,0.8000000000000002,0.992,0.0,0.8000000000000002,0.006400000000000072,-0.4935999999999999
20,8,0.8000000000000002,0.9735394285714285,0.0,0.8000000000000002,0.02116845714285731,-0.4788315428571427
21,21,0.392,0.44715070867007095,0.0,0.392,0.03427943306394321,-0.4657205669360568
21,14,0.8000000000000002,0.904,0.0,0.8000000000000002,0.07680000000000009,-0.4231999999999999
29,18,0.512,0.5768971558750399,0.0,0.512,0.05048227529996807,-0.44951772470003193
18,13,0.8000000000000002,0.9359999999999999,0.0,0.8000000000000002,0.051200000000000134,-0.44879999999999987
29,27,0.8000000000000002,0.9713479999999999,0.0,0.8000000000000002,0.02292160000000021,-0.4770783999999998
32,8,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
31,18,0.5359999999999999,0.6001754071356022,0.0,0.5359999999999999,0.05585967429151811,-0.4441403257084819
25,11,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
25,24,0.7040000000000001,0.8223713679653679,0.0,0.7040000000000001,0.04610290562770569,-0.4538970943722943
38,23,0.6080000000000001,0.7008272893999705,0.0,0.6080000000000001,0.0473381684800237,-0.4526618315199763
23,8,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
29,16,0.752,0.8762009523809523,0.0,0.752,0.05103923809523814,-0.44896076190476186
16,16,0.8000000000000002,0.99072,0.0,0.8000000000000002,0.007424000000000097,-0.4925759999999999
10,27,0.56,0.6359776209507726,0.0,0.56,0.05121790323938191,-0.4487820967606181
32,29,0.8000000000000002,0.9542492857142856,0.0,0.8000000000000002,0.03660057142857165,-0.46339942857142835
2,13,0.68,0.8838400346320345,0.078260869565293,0.68,-0.027072027705627666,-0.48794159292298117
21,10,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
36,13,0.8000000000000002,0.99,0.0,0.8000000000000002,0.008000000000000118,-0.4919999999999999
35,25,0.4160000000000001,0.47392327553387065,0.0,0.4160000000000001,0.03686137957290353,-0.46313862042709647
13,6,0.272,0.3241193813398877,0.3060869565466919,0.272,0.012704494928089838,-0.3342520267985642
0,30,0.8,0.9022592592592592,0.0,0.8,0.07819259259259259,-0.4218074074074074
25,10,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
29,26,0.8000000000000002,0.9442927619047619,0.0,0.8000000000000002,0.04456579047619058,-0.4554342095238094
4,27,0.36800000000000005,0.4237271559636128,0.0,0.36800000000000005,0.02901827522910977,-0.47098172477089023
32,22,0.272,0.3237500664994269,0.0,0.272,0.012999946800458517,-0.4870000531995415
31,5,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
24,21,0.36800000000000005,0.42251482660266104,0.0,0.36800000000000005,0.029988138717871204,-0.4700118612821288
1,4,0.8000000000000002,0.97881,0.0,0.8000000000000002,0.01695200000000019,-0.4830479999999998
27,10,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
8,21,0.56,0.6215733123625151,0.0,0.56,0.06274135010998794,-0.43725864989001206
34,8,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
38,11,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
4,6,0.584,0.67515,0.2000000000069565,0.584,0.04387999999999992,-0.35611999999652183
25,22,0.4640000000000001,0.5230047146918679,0.0,0.4640000000000001,0.04559622824650572,-0.4544037717534943
20,15,0.8000000000000002,0.8870480000000001,0.0,0.8000000000000002,0.09036160000000004,-0.40963839999999996
25,29,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
33,12,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
15,19,0.752,0.877585748917749,0.0,0.752,0.049931400865800724,-0.4500685991341993
18,2,0.6560000000000001,0.7454946666666666,0.015652173922797732,0.6560000000000001,0.05960426666666685,-0.4325696463719343
5,18,0.22400000000000003,0.2756894494324628,0.0,0.22400000000000003,0.0034484404540297553,-0.49655155954597024
0,28,0.7200000000000001,0.8106724386724385,0.0,0.7200000000000001,0.07146204906204923,-0.4285379509379508
32,2,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
14,8,0.536,0.6047539014569672,0.17913043479395085,0.536,0.05219687883442625,-0.3582379037685983
24,18,0.5359999999999999,0.6099199238913373,0.0,0.5359999999999999,0.04806406088693005,-0.45193593911306995
5,26,0.272,0.3247675535886916,0.0,0.272,0.012185957129046743,-0.48781404287095326
3,25,0.44,0.49869567845561347,0.0,0.44,0.04104345723550923,-0.45895654276449077
20,26,0.8000000000000002,0.95866,0.0,0.8000000000000002,0.0330720000000001,-0.4669279999999999
30,16,0.7760000000000001,0.8982009523809523,0.0,0.7760000000000001,0.05743923809523821,-0.4425607619047618
8,23,0.46399999999999997,0.5204023711860446,0.0,0.46399999999999997,0.04767810305116427,-0.45232189694883573
21,25,0.8000000000000002,0.9395659393939394,0.0,0.8000000000000002,0.048347248484848615,-0.4516527515151514
25,17,0.632,0.7300773641322558,0.0,0.632,0.04793810869419535,-0.45206189130580465
36,28,0.752,0.8850533333333334,0.0,0.752,0.04395733333333329,-0.4560426666666667
36,30,0.8000000000000003,0.9722666666666666,0.0,0.8000000000000003,0.02218666666666691,-0.4778133333333331
20,22,0.4640000000000001,0.5218641634835752,0.0,0.4640000000000001,0.0465086692131399,-0.4534913307868601
15,10,0.7760000000000001,0.8971809635854342,0.017391304348809075,0.7760000000000001,0.05825522913165271,-0.43304911869394275
28,8,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
16,30,0.8000000000000003,1.0,0.0,0.8000000000000003,2.220446049250313e-16,-0.4999999999999998
5,19,0.22400000000000003,0.27597027758981274,0.0,0.22400000000000003,0.003223777928149818,-0.4967762220718502
15,3,0.368,0.42264005512991965,0.12000000002608696,0.368,0.029887955896064244,-0.41011204409089225
7,26,0.3440000000000001,0.3974006390295664,0.0,0.3440000000000001,0.026079488776346915,-0.4739205112236531
11,26,0.48800000000000004,0.550600768525592,0.0,0.48800000000000004,0.04751938517952642,-0.4524806148204736
18,5,0.5840000000000001,0.6533032781954887,0.031304347840378076,0.5840000000000001,0.06135737744360903,-0.42299044863620194
15,16,0.8000000000000002,0.9908800000000001,0.0,0.8000000000000002,0.00729600000000008,-0.4927039999999999
38,19,0.6080000000000001,0.7010974426976533,0.0,0.6080000000000001,0.0471220458418774,-0.4528779541581226
