y,x,IG,I_local,R_local,score_IG,score_IG_I,score_IG_I_R
32,19,0.368,0.25398591148342836,0.27142857143897964,0.368,0.1648112708132573,-0.19947444346725285
32,24,0.4159999999999999,0.2589329244704414,0.20000000001142862,0.4159999999999999,0.20885366042364678,-0.19114633957063892
33,18,0.44,0.25920378772483404,0.27142857143897964,0.44,0.23263696982013277,-0.1316487444603774
33,25,0.44,0.2589375323523876,0.1714285714404082,0.44,0.23284997411808991,-0.18143574016170597
33,26,0.56,0.2673575691810321,0.15714285715489798,0.56,0.34611394465517437,-0.07531462676737666
34,17,0.512,0.3962828533983179,0.2114285714369796,0.512,0.19497371728134566,-0.19931199700016455
34,26,0.512,0.26430996133789486,0.14285714286938778,0.512,0.3005520309296841,-0.12801939763562203
35,17,0.512,0.39608837173962574,0.20000000000857146,0.512,0.19512930260829942,-0.20487069738741487
35,26,0.536,0.2662482358476988,0.1285714285838776,0.536,0.323001411321841,-0.11271287438622019
36,17,0.56,0.3981867180599721,0.1885714285801633,0.56,0.24145062555202235,-0.164263660157896
36,19,0.36800000000000005,0.2558261847266387,0.2142857142969388,0.36800000000000005,0.16333905221868908,-0.22951809063284154
36,24,0.4160000000000001,0.2581004889349624,0.14285714286938778,0.4160000000000001,0.20951960885203016,-0.21905181971327595
36,25,0.512,0.26353888893496236,0.1285714285838776,0.512,0.3011688888520301,-0.13454539685603112
37,18,0.56,0.2678383470454793,0.2142857142969388,0.56,0.3457293223636166,-0.04712782048791403
37,20,0.4640000000000001,0.26014894098487323,0.18571428572591842,0.4640000000000001,0.25588084721210147,-0.15126200992493932
37,21,0.4640000000000001,0.2591350416911845,0.1714285714404082,0.4640000000000001,0.25669196664705246,-0.15759374763274342
37,22,0.4640000000000001,0.2599783924302736,0.15714285715489798,0.4640000000000001,0.2560172860557812,-0.1654112853667698
37,23,0.48800000000000004,0.2630371845871363,0.14285714286938778,0.48800000000000004,0.277570252330291,-0.15100117623501513
