thr_star,FPR_star,TPR_star,ROC_AUC,PR_AUC,detect_rate,delay_mean_steps,delay_median_steps,delay_p90_steps
8.462820765374642562e+00,9.583333333333332593e-03,1.921568627450980296e-02,5.604022058823530106e-01,7.277494678832157060e-01,9.666666666666666741e-01,6.365517241379310320e+01,6.500000000000000000e+01,1.079999999999999716e+02
