module,mse,nll,uce,num_samples,auc,id_var_mean,id_var_std,ood_var_mean,ood_var_std,num_id,num_ood,mean_length,mean_drift,mean_unc,mean_cost,success_rate,safe_mode_ratio,num_trials
uncertainty_calibration_dropout,0.3996370732784271,117.33879089355467,0.3976622866195006,60.0,,,,,,,,,,,,,,
uncertainty_calibration_ensemble,0.451979249715805,14.369155883789062,0.4370429568303127,60.0,,,,,,,,,,,,,,
ood_detection_variance,,,,,0.9935937523841858,0.0027657782193273,0.0018096813000738,0.1241418719291687,0.1681360155344009,80.0,80.0,,,,,,,
benchmark_policy_adaptive_risk,,,,,,,,,,,,10.862170892860814,1.634676676501479,0.0046161739130379,14.420740890975951,0.905,0.0,200.0
benchmark_policy_baseline_shortest,,,,,,,,,,,,10.18165594073411,2.581604389829117,0.0047920768878271,10.18165594073411,0.7,0.0,200.0
benchmark_policy_fixed_risk,,,,,,,,,,,,10.838747164825008,1.6086054293055612,0.0043857923798984,13.909524165768111,0.915,0.0,200.0
benchmark_policy_ood_aware,,,,,,,,,,,,11.15862820084731,1.472144716101858,0.0046399604695647,14.862970217923143,0.94,0.315,200.0
